timestamp,service,environment,status_code,response_time,user_id,endpoint,request_size,response_size,language
2025-03-03T09:01:47.390031,payment-service,aws-cloud,200,102.63,user_179,/payments/{id},348,391,java
2025-03-05T09:01:45.833573,user-service,gcp-cloud,201,96.42,user_322,/users/search,1011,103,nodejs
2025-03-03T09:01:45.473854,payment-service,gcp-cloud,201,113.14,user_294,/payments,4536,543,golang
2025-03-10T09:01:49.762709,inventory-service,azure-cloud,200,154.15,user_871,/products,738,2793,golang
2025-03-22T09:01:44.436758,payment-service,gcp-cloud,201,105.85,user_76,/payments,4822,2083,golang
2025-03-23T09:01:43.684363,user-service,on-prem,200,97.75,user_236,/users/search,2047,2287,golang
2025-03-19T09:01:45.904630,auth-service,gcp-cloud,200,96.48,user_342,/auth/login,3050,1263,nodejs
2025-03-15T09:01:45.765284,inventory-service,azure-cloud,201,135.67,user_730,/products,375,2394,golang
2025-03-07T09:01:43.336117,payment-service,on-prem,201,93.51,user_195,/payments/verify,4100,2602,python
2025-03-13T09:01:46.087984,auth-service,aws-cloud,201,172.11,user_878,/auth/login,758,267,golang
2025-03-17T09:01:49.401519,user-service,azure-cloud,200,130.36,user_977,/users/search,2624,105,nodejs
2025-03-19T09:01:52.628743,auth-service,on-prem,400,155.87,user_390,/auth/login,370,1262,nodejs
2025-03-28T09:01:51.917895,inventory-service,azure-cloud,200,157.32,user_984,/products,4555,1383,java
2025-03-19T09:01:49.963200,payment-service,aws-cloud,200,131.76,user_672,/payments/{id},581,2556,golang
2025-03-27T09:01:46.500096,inventory-service,aws-cloud,200,120.83,user_705,/inventory,4103,821,golang
2025-03-19T09:01:44.097273,payment-service,aws-cloud,200,76.29,user_724,/payments,3841,1389,golang
2025-03-28T09:01:48.264216,user-service,azure-cloud,201,172.96,user_801,/users/search,1575,1101,python
2025-03-12T09:01:49.833367,inventory-service,azure-cloud,201,159.66,user_458,/inventory,1316,1095,nodejs
2025-03-12T09:01:50.616521,auth-service,azure-cloud,201,142.67,user_348,/auth/login,3199,1915,java
2025-03-20T09:01:49.161955,auth-service,azure-cloud,200,148.0,user_604,/auth/register,652,2122,nodejs
2025-04-01T09:01:44.433822,inventory-service,aws-cloud,200,124.28,user_6,/products,1911,2549,java
2025-03-29T09:01:51.146563,auth-service,azure-cloud,500,373.4,user_487,/auth/login,4220,363,java
2025-03-25T09:01:51.203502,auth-service,aws-cloud,200,133.98,user_67,/auth/token,2439,1078,python
2025-03-31T09:01:51.948803,payment-service,azure-cloud,201,170.28,user_583,/payments,2395,445,nodejs
2025-03-18T09:01:49.819948,user-service,azure-cloud,200,152.99,user_693,/users,4203,1902,golang
2025-03-28T09:01:48.289790,user-service,azure-cloud,200,146.19,user_502,/users,2129,2423,golang
2025-03-18T09:01:44.894274,payment-service,on-prem,201,69.4,user_457,/payments/verify,4304,998,python
2025-03-09T09:01:43.589011,inventory-service,aws-cloud,200,95.5,user_190,/products,3849,2588,python
2025-03-13T09:01:44.499406,payment-service,gcp-cloud,200,975.6785086224484,user_683,/payments/{id},2060,2075,java
2025-03-15T09:01:45.752315,user-service,on-prem,201,91.41,user_479,/users/{id},720,1947,nodejs
2025-03-08T09:01:45.489999,user-service,aws-cloud,201,115.55,user_67,/users,4829,2048,python
2025-03-11T09:01:43.680790,payment-service,azure-cloud,200,180.43,user_305,/payments/verify,1984,1304,golang
2025-03-15T09:01:43.511883,auth-service,azure-cloud,200,141.23,user_145,/auth/register,4800,2800,golang
2025-03-08T09:01:44.840209,payment-service,aws-cloud,200,118.0,user_84,/payments/{id},2865,930,java
2025-03-11T09:01:46.433887,inventory-service,azure-cloud,201,148.51,user_469,/inventory,4339,2193,python
2025-04-01T09:01:47.661438,auth-service,on-prem,200,69.78,user_590,/auth/token,3328,2663,python
2025-03-10T09:01:51.570115,user-service,gcp-cloud,201,101.63,user_409,/users,1049,2700,golang
2025-03-30T09:01:45.847051,payment-service,on-prem,200,90.08,user_363,/payments/{id},3264,200,nodejs
2025-03-17T09:01:44.418664,user-service,azure-cloud,201,1231.5475278753659,user_763,/users/search,4513,1111,golang
2025-03-03T09:01:52.595658,inventory-service,on-prem,200,73.24,user_764,/products/{id},4862,2581,python
2025-03-16T09:01:48.879258,auth-service,azure-cloud,404,217.35,user_741,/auth/register,2370,1837,java
2025-03-08T09:01:48.838093,auth-service,aws-cloud,201,135.65,user_696,/auth/register,2553,1291,nodejs
2025-03-21T09:01:51.387260,user-service,azure-cloud,201,131.53,user_168,/users/search,1275,647,python
2025-03-15T09:01:49.272633,user-service,on-prem,201,93.58,user_722,/users/search,188,2528,nodejs
2025-03-04T09:01:46.060021,user-service,on-prem,200,101.98,user_705,/users/{id},1784,2288,java
2025-03-03T09:01:49.029676,inventory-service,gcp-cloud,200,129.12,user_716,/inventory,3873,403,golang
2025-03-13T09:01:43.985271,inventory-service,gcp-cloud,201,112.38,user_986,/inventory,3022,2106,java
2025-03-27T09:01:43.488833,user-service,gcp-cloud,201,123.41,user_300,/users/{id},4887,2574,python
2025-03-30T09:01:47.127983,auth-service,on-prem,201,44.97,user_31,/auth/login,2061,240,java
2025-03-05T09:01:46.487578,payment-service,on-prem,200,55.16,user_951,/payments,656,2185,nodejs
2025-03-13T09:01:43.295471,inventory-service,on-prem,200,93.42,user_17,/products/{id},2440,852,java
2025-03-05T09:01:47.802375,payment-service,azure-cloud,201,181.49,user_448,/payments/{id},1723,1317,golang
2025-03-24T09:01:51.471940,payment-service,on-prem,201,60.02,user_249,/payments,627,302,python
2025-03-11T09:01:49.797913,inventory-service,azure-cloud,201,167.48,user_95,/products/{id},592,1945,golang
2025-03-31T09:01:44.274518,inventory-service,aws-cloud,201,118.75,user_821,/products/{id},2051,1845,java
2025-03-16T09:01:50.836843,auth-service,gcp-cloud,201,94.3,user_400,/auth/login,3203,587,golang
2025-03-17T09:01:46.578859,payment-service,aws-cloud,200,122.3,user_29,/payments/verify,1587,696,golang
2025-03-03T09:01:48.363326,user-service,gcp-cloud,201,109.44,user_395,/users,2099,2954,python
2025-03-30T09:01:45.664560,payment-service,aws-cloud,201,131.77,user_346,/payments/{id},4349,1487,java
2025-03-13T09:01:48.096577,inventory-service,gcp-cloud,200,100.36,user_700,/products/{id},3346,456,golang
2025-03-25T09:01:50.742635,inventory-service,aws-cloud,201,96.97,user_903,/inventory,3709,2503,python
2025-03-05T09:01:52.366681,auth-service,azure-cloud,201,166.14,user_703,/auth/login,4531,2140,python
2025-03-06T09:01:52.408902,payment-service,gcp-cloud,200,112.89,user_445,/payments/{id},1399,1474,nodejs
2025-03-28T09:01:49.147987,payment-service,on-prem,201,117.77,user_789,/payments/{id},3687,2152,golang
2025-03-16T09:01:51.565454,user-service,gcp-cloud,201,102.97,user_901,/users/{id},3023,589,python
2025-03-08T09:01:44.741657,payment-service,on-prem,201,59.83,user_699,/payments/verify,3844,452,java
2025-03-08T09:01:52.124935,user-service,azure-cloud,201,178.15,user_44,/users/{id},1168,337,java
2025-03-09T09:01:49.876979,auth-service,aws-cloud,201,128.41,user_932,/auth/login,1823,2173,java
2025-03-24T09:01:44.478472,payment-service,aws-cloud,201,126.72,user_98,/payments,875,1173,python
2025-03-26T09:01:49.468769,user-service,gcp-cloud,200,119.65,user_14,/users,2014,1657,java
2025-03-31T09:01:50.210999,inventory-service,azure-cloud,200,190.28,user_704,/inventory,3403,229,java
2025-03-12T09:01:49.851748,user-service,azure-cloud,200,167.07,user_417,/users/search,3602,50,python
2025-03-18T09:01:49.089744,user-service,aws-cloud,201,154.28,user_799,/users/search,2053,1995,java
2025-03-14T09:01:47.279698,user-service,aws-cloud,200,112.58,user_909,/users,807,905,java
2025-03-21T09:01:50.578524,user-service,on-prem,201,61.91,user_452,/users,2837,735,python
2025-03-23T09:01:50.750222,inventory-service,gcp-cloud,201,83.94,user_751,/inventory,3323,1194,golang
2025-03-16T09:01:46.150143,auth-service,aws-cloud,200,157.07,user_269,/auth/token,3257,798,nodejs
2025-03-10T09:01:44.215601,inventory-service,azure-cloud,201,131.92,user_637,/inventory,4243,255,nodejs
2025-03-10T09:01:46.365763,auth-service,aws-cloud,201,111.18,user_794,/auth/token,3950,466,python
2025-03-03T09:01:48.647295,inventory-service,aws-cloud,201,121.31,user_264,/products/{id},2921,2438,nodejs
2025-03-04T09:01:51.203857,auth-service,aws-cloud,200,108.32,user_338,/auth/register,3084,804,nodejs
2025-03-26T09:01:44.512027,user-service,gcp-cloud,200,90.81,user_515,/users/search,3092,258,python
2025-03-30T09:01:45.855554,auth-service,aws-cloud,200,131.75,user_191,/auth/token,3272,1785,python
2025-03-24T09:01:42.873689,user-service,aws-cloud,201,145.52,user_116,/users,2120,2847,nodejs
2025-03-17T09:01:46.757995,payment-service,azure-cloud,200,125.03,user_551,/payments/{id},593,2908,golang
2025-03-22T09:01:48.255279,auth-service,aws-cloud,201,140.61,user_774,/auth/token,2721,945,nodejs
2025-03-22T09:01:48.530887,user-service,gcp-cloud,200,147.91,user_555,/users/search,285,1274,java
2025-03-17T09:01:50.788656,user-service,aws-cloud,201,2444.957540018142,user_730,/users,4272,1329,python
2025-03-14T09:01:46.998719,payment-service,gcp-cloud,201,132.62,user_411,/payments/{id},4677,831,golang
2025-03-18T09:01:46.002078,user-service,aws-cloud,200,119.26,user_811,/users,2664,1237,nodejs
2025-03-05T09:01:48.932494,payment-service,on-prem,200,91.09,user_671,/payments,3890,1466,nodejs
2025-03-17T09:01:48.643190,user-service,azure-cloud,201,149.14,user_733,/users,3134,1993,golang
2025-03-17T09:01:51.834953,auth-service,gcp-cloud,201,112.5,user_614,/auth/register,4203,1686,java
2025-03-16T09:01:51.021063,auth-service,azure-cloud,200,154.1,user_311,/auth/register,166,945,java
2025-03-03T09:01:43.135886,user-service,azure-cloud,200,144.19,user_224,/users/search,1393,1020,python
2025-03-19T09:01:48.358595,inventory-service,azure-cloud,201,167.06,user_461,/inventory,1778,2089,golang
2025-03-10T09:01:47.151347,inventory-service,gcp-cloud,201,113.86,user_133,/products/{id},4517,109,nodejs
2025-03-02T09:01:44.565512,inventory-service,aws-cloud,201,108.5,user_959,/products/{id},1244,2298,golang
2025-03-30T09:01:47.852253,payment-service,azure-cloud,200,153.97,user_294,/payments/{id},2221,1317,python
2025-03-27T09:01:44.497782,user-service,azure-cloud,200,151.67,user_712,/users/{id},1189,191,golang
2025-03-12T09:01:51.334957,payment-service,azure-cloud,200,140.53,user_181,/payments/verify,4770,1647,nodejs
2025-03-03T09:01:44.865126,auth-service,gcp-cloud,201,91.48,user_602,/auth/register,3405,1127,nodejs
2025-03-21T09:01:46.662201,payment-service,on-prem,201,43.35,user_625,/payments,4069,2389,java
2025-03-26T09:01:43.274713,payment-service,aws-cloud,200,160.39,user_366,/payments,214,1965,python
2025-03-14T09:01:47.063827,inventory-service,aws-cloud,201,155.54,user_329,/products/{id},1905,364,python
2025-03-07T09:01:43.416239,inventory-service,azure-cloud,200,138.19,user_688,/products,777,2278,python
2025-03-28T09:01:51.078263,auth-service,on-prem,404,114.2,user_396,/auth/register,1033,1954,nodejs
2025-03-04T09:01:43.346597,user-service,aws-cloud,201,121.35,user_854,/users,3134,623,nodejs
2025-03-09T09:01:49.496606,payment-service,on-prem,201,105.53,user_930,/payments,727,601,python
2025-03-22T09:01:46.730042,inventory-service,aws-cloud,201,103.37,user_734,/inventory,830,1706,python
2025-03-02T09:01:49.556405,payment-service,azure-cloud,201,159.6,user_655,/payments/{id},2627,1654,nodejs
2025-03-18T09:01:44.530988,auth-service,on-prem,201,89.05,user_247,/auth/register,4318,650,java
2025-03-30T09:01:43.046424,user-service,azure-cloud,201,149.61,user_910,/users,517,2165,golang
2025-03-09T09:01:47.714478,payment-service,aws-cloud,200,79.59,user_591,/payments/{id},2390,124,java
2025-03-25T09:01:47.985616,payment-service,on-prem,200,93.12,user_919,/payments/verify,2019,2458,golang
2025-03-13T09:01:50.568451,payment-service,azure-cloud,200,179.16,user_441,/payments,1045,2776,java
2025-03-13T09:01:46.870404,user-service,azure-cloud,200,143.77,user_37,/users,290,1353,golang
2025-03-17T09:01:49.868207,inventory-service,on-prem,201,62.68,user_238,/products,2981,112,nodejs
2025-03-25T09:01:50.941996,payment-service,aws-cloud,200,109.45,user_743,/payments/verify,4891,1775,nodejs
2025-03-21T09:01:43.306651,user-service,azure-cloud,201,160.83,user_473,/users/{id},3243,1353,python
2025-03-04T09:01:44.857176,auth-service,on-prem,201,60.55,user_794,/auth/login,1847,1698,golang
2025-03-07T09:01:52.819908,payment-service,gcp-cloud,200,124.44,user_26,/payments,1810,1836,nodejs
2025-03-16T09:01:45.727599,payment-service,azure-cloud,200,141.82,user_340,/payments/{id},918,2754,nodejs
2025-03-22T09:01:44.694348,payment-service,gcp-cloud,200,57.53,user_98,/payments,1188,1044,python
2025-03-05T09:01:44.044637,inventory-service,aws-cloud,201,83.31,user_287,/inventory,834,2982,python
2025-03-23T09:01:50.085329,auth-service,azure-cloud,200,117.61,user_39,/auth/register,3089,1043,nodejs
2025-03-25T09:01:45.531601,auth-service,on-prem,403,141.63,user_853,/auth/token,3663,2008,nodejs
2025-03-07T09:01:43.184916,inventory-service,azure-cloud,200,150.71,user_431,/products/{id},3397,808,nodejs
2025-03-13T09:01:51.081391,inventory-service,gcp-cloud,200,107.21,user_708,/inventory,867,217,nodejs
2025-03-27T09:01:45.957922,auth-service,azure-cloud,200,149.46,user_23,/auth/register,1068,1778,golang
2025-03-05T09:03:17.152461,payment-service,on-prem,200,84.24,user_57,/payments,160,1811,python
2025-03-08T09:03:14.684775,auth-service,aws-cloud,201,159.07,user_312,/auth/login,1213,2763,python
2025-03-17T09:03:18.335907,user-service,aws-cloud,201,146.52,user_262,/users/{id},4684,80,python
2025-03-08T09:03:22.214777,payment-service,azure-cloud,200,131.71,user_569,/payments/verify,403,110,nodejs
2025-03-28T09:03:13.458366,inventory-service,azure-cloud,200,221.5,user_993,/products,2079,2134,java
2025-03-10T09:03:14.678874,auth-service,gcp-cloud,200,113.04,user_154,/auth/login,2076,2189,java
2025-03-28T09:03:15.832304,user-service,on-prem,200,94.72,user_154,/users/search,1904,1258,python
2025-03-25T09:03:17.610560,inventory-service,gcp-cloud,201,117.9,user_367,/products,1711,1970,nodejs
2025-03-09T09:03:19.967587,auth-service,aws-cloud,200,103.12,user_339,/auth/register,1045,1132,java
2025-03-09T09:03:20.914049,auth-service,on-prem,200,61.69,user_816,/auth/login,4220,480,python
2025-03-18T09:03:15.944331,payment-service,aws-cloud,500,164.01,user_445,/payments/{id},4032,2228,java
2025-03-07T09:03:18.378743,payment-service,aws-cloud,200,144.29,user_551,/payments/verify,109,2054,golang
2025-03-17T09:03:23.208813,user-service,azure-cloud,201,136.12,user_601,/users/{id},3142,895,python
2025-03-03T09:03:22.659387,payment-service,gcp-cloud,201,87.78,user_449,/payments,4499,704,golang
2025-03-04T09:03:17.080477,payment-service,gcp-cloud,200,59.3,user_462,/payments/verify,1123,604,golang
2025-03-09T09:03:16.784308,auth-service,gcp-cloud,201,80.3,user_827,/auth/token,631,263,nodejs
2025-03-10T09:03:16.885426,inventory-service,aws-cloud,200,119.13,user_54,/products/{id},1599,1291,golang
2025-04-01T09:03:15.237551,payment-service,on-prem,201,56.25,user_564,/payments/verify,2915,767,java
2025-03-14T09:03:14.709914,payment-service,aws-cloud,201,89.3,user_544,/payments/{id},1347,2556,golang
2025-03-12T09:03:16.248464,auth-service,on-prem,201,53.53,user_564,/auth/register,3711,180,nodejs
2025-03-08T09:03:15.902252,auth-service,on-prem,200,102.16,user_887,/auth/login,708,2943,java
2025-03-22T09:03:16.960453,inventory-service,gcp-cloud,201,94.97,user_246,/inventory,859,684,nodejs
2025-03-25T09:03:14.145138,payment-service,gcp-cloud,201,72.0,user_7,/payments,545,1835,python
2025-03-25T09:03:17.581179,auth-service,aws-cloud,201,89.59,user_81,/auth/register,4262,1142,java
2025-03-13T09:03:22.287324,user-service,aws-cloud,201,117.44,user_358,/users,4468,89,java
2025-03-15T09:03:16.762799,inventory-service,azure-cloud,200,155.69,user_569,/products/{id},2034,2751,java
2025-03-25T09:03:15.467462,inventory-service,aws-cloud,201,140.97,user_297,/products,1998,622,python
2025-04-01T09:03:16.813022,auth-service,azure-cloud,200,197.85,user_38,/auth/token,919,2840,nodejs
2025-03-13T09:03:21.331678,inventory-service,aws-cloud,200,127.36,user_866,/products,191,2357,golang
2025-03-18T09:03:19.187658,inventory-service,gcp-cloud,201,114.29,user_748,/products/{id},4212,643,golang
2025-03-26T09:03:22.873533,auth-service,gcp-cloud,500,242.2,user_742,/auth/login,4471,2371,python
2025-03-17T09:03:23.354434,user-service,aws-cloud,201,65.15,user_748,/users/search,3681,2492,java
2025-03-24T09:03:15.391199,user-service,azure-cloud,500,285.96,user_383,/users/search,3432,489,python
2025-03-18T09:03:13.468519,payment-service,on-prem,200,85.34,user_203,/payments/verify,2026,1775,golang
2025-03-16T09:03:21.288999,payment-service,gcp-cloud,201,122.37,user_932,/payments,2299,1820,nodejs
2025-03-26T09:03:18.314765,auth-service,on-prem,201,63.99,user_740,/auth/token,4578,1030,python
2025-03-26T09:03:21.170722,payment-service,on-prem,200,75.17,user_783,/payments,3249,2115,java
2025-03-21T09:03:22.304028,auth-service,azure-cloud,200,150.58,user_826,/auth/login,3447,1705,java
2025-03-14T09:03:19.242487,user-service,on-prem,201,78.91,user_261,/users,665,280,nodejs
2025-03-27T09:03:17.756847,inventory-service,gcp-cloud,200,76.65,user_565,/products/{id},3546,2824,nodejs
2025-03-02T09:03:16.554090,inventory-service,azure-cloud,201,181.26,user_156,/products,927,1720,python
2025-03-11T09:03:13.486001,user-service,aws-cloud,200,126.96,user_128,/users/{id},1350,2946,python
2025-03-23T09:03:19.800016,payment-service,on-prem,201,47.38,user_818,/payments,2830,52,python
2025-03-05T09:03:15.905830,user-service,gcp-cloud,201,105.53,user_279,/users/{id},3309,855,golang
2025-03-30T09:03:16.582562,inventory-service,aws-cloud,200,135.3,user_999,/products/{id},3995,1655,java
2025-03-12T09:03:23.392264,payment-service,azure-cloud,200,145.58,user_281,/payments/verify,1915,2054,java
2025-03-05T09:03:21.548477,auth-service,azure-cloud,200,175.12,user_513,/auth/token,757,1435,golang
2025-03-24T09:03:20.553245,inventory-service,azure-cloud,200,149.6,user_689,/inventory,155,2609,nodejs
2025-03-15T09:03:14.437534,user-service,azure-cloud,200,133.93,user_835,/users/search,2538,1900,nodejs
2025-03-29T09:03:16.747281,user-service,gcp-cloud,200,91.94,user_195,/users/{id},3872,811,python
2025-03-15T09:03:16.203269,user-service,on-prem,200,47.45,user_455,/users/search,3508,485,java
2025-03-03T09:03:23.139425,user-service,on-prem,200,105.78,user_823,/users/search,2977,1510,java
2025-03-23T09:03:15.126954,payment-service,on-prem,201,79.11,user_777,/payments/verify,3414,2502,python
2025-03-24T09:03:14.084535,auth-service,gcp-cloud,403,134.34,user_69,/auth/login,1589,1263,java
2025-03-17T09:03:21.972232,user-service,aws-cloud,201,113.64,user_229,/users/search,1298,2904,python
2025-03-17T09:03:17.685142,payment-service,aws-cloud,201,125.82,user_687,/payments/verify,1040,1055,java
2025-03-23T09:03:21.386656,user-service,azure-cloud,200,107.02,user_751,/users/search,2003,171,golang
2025-03-31T09:03:19.560562,payment-service,aws-cloud,201,123.58,user_270,/payments/{id},3064,2130,golang
2025-03-31T09:03:17.364439,user-service,on-prem,200,84.59,user_407,/users/search,308,1743,golang
2025-03-19T09:03:21.950638,user-service,gcp-cloud,200,79.82,user_215,/users/search,3689,2306,golang
2025-03-28T09:03:15.122939,auth-service,on-prem,503,246.34,user_793,/auth/login,461,224,golang
2025-03-27T09:03:21.647098,user-service,aws-cloud,201,123.2,user_195,/users,577,2887,python
2025-04-01T09:03:18.785874,auth-service,on-prem,201,55.03,user_119,/auth/token,4557,666,python
2025-03-14T09:03:17.580514,auth-service,gcp-cloud,401,141.01,user_918,/auth/register,4144,2177,nodejs
2025-03-14T09:03:20.514151,user-service,gcp-cloud,200,97.19,user_540,/users/search,2109,1282,golang
2025-03-10T09:03:22.629259,user-service,gcp-cloud,200,114.6,user_989,/users/{id},4389,2950,golang
2025-04-01T09:03:20.362724,user-service,aws-cloud,200,120.82,user_673,/users,1574,2764,golang
2025-03-30T09:03:19.872631,payment-service,aws-cloud,201,88.42,user_890,/payments,3533,2410,nodejs
2025-03-04T09:03:14.611447,inventory-service,gcp-cloud,201,98.25,user_983,/products,3910,132,python
2025-03-06T09:03:19.141463,inventory-service,on-prem,401,126.73,user_649,/products/{id},1554,2974,golang
2025-03-09T09:03:14.588608,payment-service,azure-cloud,201,168.17,user_935,/payments/{id},3302,2143,nodejs
2025-03-16T09:03:18.224178,inventory-service,azure-cloud,201,173.02,user_179,/products,4213,1365,nodejs
2025-03-21T09:03:21.792111,user-service,azure-cloud,200,117.61,user_242,/users,1350,2334,golang
2025-03-12T09:03:21.850281,payment-service,azure-cloud,201,136.67,user_539,/payments/{id},723,1851,golang
2025-03-14T09:03:21.883723,inventory-service,gcp-cloud,200,135.45,user_86,/products/{id},423,2725,golang
2025-03-16T09:03:16.089500,payment-service,aws-cloud,201,133.54,user_820,/payments/{id},1850,1872,java
2025-03-22T09:03:14.696342,auth-service,on-prem,201,55.42,user_398,/auth/login,389,2468,python
2025-03-15T09:03:20.224844,inventory-service,azure-cloud,201,129.08,user_439,/products/{id},4798,1944,nodejs
2025-03-09T09:03:22.311866,auth-service,azure-cloud,200,127.91,user_608,/auth/register,379,1142,java
2025-03-11T09:03:22.380601,user-service,aws-cloud,201,112.93,user_670,/users/{id},1362,2418,python
2025-03-23T09:03:16.572539,payment-service,gcp-cloud,201,72.48,user_74,/payments/verify,3434,2225,golang
2025-03-24T09:03:22.710169,payment-service,on-prem,200,1281.1545543860323,user_69,/payments/{id},4826,805,golang
2025-03-28T09:03:18.282978,inventory-service,azure-cloud,201,175.7,user_334,/inventory,1651,2654,golang
2025-03-20T09:03:14.863421,inventory-service,azure-cloud,200,1752.0781292498452,user_243,/products/{id},3289,2304,python
